time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.odom_x,.odom_y,.odom_theta,.meas_rho,.meas_beta,.meas_theta,.delta_t,.gt_rho,.gt_beta,.gt_theta,.case0_x,.case0_y,.case0_t,rho,bearing,.case1_t,.case2_x,.case2_y,.case2_t,.case3_x,.case3_y,.case3_t,.case4_x,.case4_y,.case4_t,.case4_vj,.case4_wj
1970/01/01/09:01:12.674000,1086,72,573000000,0,1.014520344,0.2744985801,0.01034390181,1.050999999,15.14000034,317.3182587,0.05,-0.142241,1.978384,5.538248391,-2.598185778,-1.073634148,5.53883791,-0.168470788,1.722374703,5.168119431,-3.051298141,-1.235500932,5.433006827,-2.598418951,-1.073777795,5.535986964,-2.567284346,-1.122326374,0.903033355,0.3260682225,0.09216653556
1970/01/01/09:01:12.674000,1087,72,673000000,0,1.013994912,0.2984349247,0.00962151624,1.057000041,16.39999962,317.278387,0.1,-0.157711,1.977983,5.537552499,-2.595596313,-1.074478865,5.537987232,-0.1688239231,1.733440996,5.190080643,-3.027387381,-1.230675101,5.438034777,-2.5954988,-1.074490786,5.538772349,-2.565451384,-1.100685716,0.909002381,0.3252106607,0.09841625392
1970/01/01/09:01:12.823000,1088,72,723000000,0,1.013535218,0.3034967781,0.009252145159,1.057999969,16.67000008,317.6051928,0.05,-0.169588,1.978322,5.543256336,-2.588610888,-1.072073579,5.538879395,-0.1757537923,1.740463807,5.224279881,-2.996439934,-1.225707293,5.444487576,-2.587944746,-1.071893692,5.545387808,-2.540885448,-1.09340024,0.9137845832,0.328941524,0.1014622748
1970/01/01/09:01:12.874000,1089,72,773000000,0,1.032644992,0.3023578459,0.009767970334,1.075999975,16.31999969,317.3912035,0.05,-0.185283,1.977966,5.539521518,-2.588270903,-1.081915259,5.538341522,-0.1808869826,1.732784262,5.21009922,-2.943608046,-1.21676302,5.455712561,-2.587725878,-1.081784725,5.543377046,-2.567181349,-1.136902213,0.91800828,0.3303916752,0.08570981771
1970/01/01/09:01:12.877000,1090,72,873000000,0,1.029520379,0.2878346757,0.00940446549,1.069000006,15.61999989,317.166877,0.1,-0.198256,1.978342,5.535606282,-2.579162836,-1.064387083,5.537920475,-0.192719001,1.740963138,5.287141323,-2.978678942,-1.222024083,5.448230986,-2.577124834,-1.063614845,5.557464306,-2.524721146,-1.027620673,0.9222668833,0.3224765062,0.132401675
1970/01/01/09:01:12.977000,1091,72,974000000,0,1.035225874,0.2500650158,0.008748140883,1.065000057,13.57999992,317.1536712,0.101,-0.212762,1.97811,5.535375796,-2.583471298,-1.02937603,5.537221909,-0.2023012297,1.750130241,5.308038235,-3.17762208,-1.253916621,5.407037083,-2.580543041,-1.028120399,5.563895289,-2.624764681,-0.8375409842,0.927677404,0.2501146197,0.1790315658
1970/01/01/09:01:13.119000,1092,73,23000000,0,1.039820204,0.2392969097,0.009192624549,1.067000031,12.96000004,317.4713982,0.049,-0.227096,1.977632,5.540921179,-2.585025549,-1.022186637,5.53760004,-0.2205705103,1.744154415,5.297869205,-3.204198599,-1.25517118,5.402857665,-2.582353592,-1.021188498,5.563841466,-2.619609118,-0.9178379774,0.9343969216,0.2593232095,0.1638667583
1970/01/01/09:01:13.174000,1093,73,74000000,0,1.041769232,0.2397454454,0.01075595941,1.069000006,12.96000004,317.2548122,0.051,-0.240853,1.976951,5.537141041,-2.578163385,-1.03907764,5.537036419,-0.2355409915,1.719338487,5.299168587,-3.133479357,-1.250641584,5.413598124,-2.575299263,-1.038008809,5.565072064,-2.545293093,-1.101809859,0.942355623,0.2950820923,0.1233044267
1970/01/01/09:01:13.174000,1094,73,173000000,0,1.05262559,0.2132026504,0.01106180265,1.074000001,11.44999981,317.0324037,0.099,-0.254503,1.976076,5.53325928,-2.594438553,-1.047714114,5.534677029,-0.2421055738,1.71161347,5.196371555,-3.168895245,-1.253430367,5.407187585,-2.593086958,-1.047206044,5.546512012,-2.671712875,-1.049867392,0.950645937,0.2428130507,0.1162564754
1970/01/01/09:01:13.324000,1095,73,223000000,0,1.04413653,0.1993685775,0.01099571048,1.062999964,10.81000042,317.0170668,0.05,-0.268115,1.975117,5.532991601,-2.6040411,-1.042374015,5.53382349,-0.253751107,1.709414582,5.168279171,-3.218052864,-1.257702708,5.398425166,-2.603417397,-1.042220354,5.539359156,-2.671642303,-0.9755840302,0.9586919048,0.2354791015,0.1275920868
1970/01/01/09:01:13.373000,1096,73,273000000,0,1.042528684,0.2126733753,0.01148577166,1.06400001,11.52999973,317.1388609,0.05,-0.281407,1.974276,5.535117308,-2.608995676,-1.048809171,5.533196449,-0.2758523538,1.70069643,5.151418686,-3.208224297,-1.255884647,5.400179092,-2.608867884,-1.048854589,5.53345627,-2.646057606,-1.031543612,0.9655335955,0.2511269152,0.1166492254
1970/01/01/09:01:13.424000,1097,73,323000000,0,1.02012653,0.2486800387,0.01209450058,1.049999952,13.69999981,317.3161697,0.05,-0.294704,1.973425,5.538211931,-2.612052441,-1.065721273,5.53341341,-0.2861961014,1.692353721,5.132145405,-3.153352976,-1.25147903,5.409718875,-2.612462759,-1.065960646,5.527260546,-2.623825788,-1.125212312,0.9706997701,0.263910383,0.1045141965
1970/01/01/09:01:13.473000,1098,73,373000000,0,1.038767236,0.2160638958,0.01187470761,1.06099999,11.75,317.0944162,0.05,-0.308307,1.972715,5.534341603,-2.601438522,-1.086958766,5.533164501,-0.3030651832,1.696911398,5.166267395,-3.013529062,-1.234414101,5.437111978,-2.601470709,-1.087059498,5.531400565,-2.512906075,-1.236096859,0.9744347747,0.3086920977,0.09441569448
1970/01/01/09:01:13.474000,1099,73,473000000,0,1.042970938,0.2053790308,0.01155582424,1.062999964,11.14000034,316.9369693,0.1,-0.321494,1.97139,5.531593636,-2.604786634,-1.084622145,5.532051563,-0.3214222575,1.702628877,5.166623592,-3.034982443,-1.2369771,5.432643,-2.604908466,-1.084765792,5.529786173,-2.598762751,-1.111749172,0.9779777931,0.2575412691,0.1136657596
1970/01/01/09:01:13.574000,1100,73,523000000,0,1.037562195,0.2489051215,0.01226213305,1.067000031,13.48999977,316.9139195,0.05,-0.334445,1.970552,5.531191341,-2.613106489,-1.085740447,5.531323433,-0.329512593,1.693479208,5.136203766,-3.062047005,-1.240928054,5.426850502,-2.613801003,-1.086064577,5.522848491,-2.657432795,-1.06886518,0.982864715,0.2428057641,0.1164742559
1970/01/01/09:01:13.623000,1101,73,573000000,0,1.011030264,0.3014012194,0.01286272373,1.054999948,16.60000038,316.853833,0.05,-0.347524,1.968898,5.530142634,-2.613101959,-1.082415819,5.530671597,-0.3443392972,1.680885978,5.155907154,-3.065126181,-1.240486026,5.426410023,-2.613638878,-1.082683325,5.524264101,-2.617626667,-1.05424571,0.9916088145,0.2545702159,0.1220994741
1970/01/01/09:01:13.673000,1102,73,623000000,0,1.016559392,0.2547762873,0.01325318267,1.047999978,14.06999969,316.833249,0.05,-0.360407,1.967362,5.529783376,-2.620819092,-1.07607162,5.530086994,-0.3534931416,1.667864435,5.140564442,-3.117173195,-1.247210622,5.415629093,-2.621659994,-1.076393723,5.519878391,-2.671802998,-1.00835371,1.004454438,0.2424555719,0.1252948493
1970/01/01/09:01:13.773000,1103,73,673000000,0,1.023733638,0.2465327222,0.01405726383,1.052999973,13.53999996,316.7899767,0.05,-0.373968,1.965945,5.529028131,-2.612172365,-1.070937157,5.529805183,-0.3618102184,1.64648106,5.198997974,-3.092626333,-1.243520737,5.420629744,-2.612253189,-1.071026921,5.528565828,-2.572831392,-1.049718976,1.020267121,0.2767339051,0.124484539
1970/01/01/09:01:13.774000,1104,73,773000000,0,1.024554897,0.2870248871,0.01471136844,1.06400001,15.64999962,316.7463616,0.1,-0.387535,1.964749,5.528266904,-2.617939711,-1.069190025,5.528561592,-0.3724933285,1.628099323,5.180820942,-3.119972467,-1.245764494,5.415401463,-2.618317604,-1.069391131,5.524534885,-2.644238949,-1.03236568,1.034125035,0.2499475926,0.11399813
1970/01/01/09:01:13.923000,1105,73,823000000,0,1.01351521,0.285649895,0.01445752758,1.052999973,15.73999977,317.0788767,0.05,-0.400671,1.963624,5.534070387,-2.631186247,-1.062558651,5.528763294,-0.383512677,1.625293666,5.136891365,-3.190590382,-1.253271699,5.40166289,-2.632345438,-1.062998533,5.515341822,-2.717846394,-0.9697830081,1.04464937,0.2312235832,0.1203990728
1970/01/01/09:01:13.924000,1106,73,874000000,0,1.031263201,0.2659348267,0.01423627611,1.065000057,14.46000004,316.6882744,0.051,-0.413632,1.962124,5.527253091,-2.632151127,-1.071597815,5.527564049,-0.4050532143,1.621349172,5.141957283,-3.155085325,-1.24867785,5.408176307,-2.633574247,-1.072199583,5.512994711,-2.646757841,-1.072144985,1.052381179,0.2796007395,0.09749758244
1970/01/01/09:01:13.975000,1107,73,974000000,0,1.041366782,0.2667964167,0.01378202405,1.075000048,14.36999989,316.7062684,0.1,-0.426783,1.960133,5.527567145,-2.633841276,-1.07703948,5.526893139,-0.4154782137,1.625310492,5.143776894,-3.129396677,-1.244714975,5.413312499,-2.635427952,-1.077681065,5.510824207,-2.637034178,-1.093346238,1.059327589,0.2884240448,0.09193825722
1970/01/01/09:01:14.074000,1108,74,23000000,0,1.019935289,0.2959325636,0.0138936802,1.062000036,16.18000031,316.6896443,0.049,-0.439661,1.95836,5.527276999,-2.633576393,-1.057440996,5.526982784,-0.4176835074,1.625019564,5.180513859,-3.195847511,-1.252034783,5.400195126,-2.634569407,-1.057802081,5.516091828,-2.643284559,-0.9688870311,1.065715495,0.2725690305,0.1116768569
1970/01/01/09:01:14.174000,1109,74,73000000,0,1.020663752,0.3075735232,0.01344378907,1.065999985,16.77000046,316.628109,0.05,-0.452317,1.956604,5.526203006,-2.628186703,-1.066901445,5.526427746,-0.428121318,1.630721838,5.202301502,-3.136391878,-1.246087193,5.411131148,-2.628874063,-1.06716907,5.51903129,-2.597640514,-1.100227118,1.07030571,0.3038085699,0.08458545059
1970/01/01/09:01:14.174000,1110,74,173000000,0,1.01609366,0.2948179212,0.01347130389,1.057999969,16.18000031,316.5656769,0.1,-0.464718,1.954705,5.525113361,-2.624006271,-1.063746691,5.52573967,-0.4368070005,1.6313859,5.239196301,-3.122998476,-1.242726207,5.414179866,-2.624096394,-1.063814282,5.524848406,-2.587740183,-1.0721488,1.073691649,0.3050048649,0.09567869455
1970/01/01/09:01:14.273000,1111,74,223000000,0,1.000860881,0.3107755641,0.01335674739,1.047999978,17.25,316.5430498,0.05,-0.477144,1.952615,5.524718443,-2.626754761,-1.089713335,5.524853706,-0.4576017337,1.626600143,5.192630291,-3.01526618,-1.228423357,5.436306242,-2.627537251,-1.089999676,5.516584281,-2.616366148,-1.206771851,1.081109299,0.3204411566,0.0683478266
1970/01/01/09:01:14.323000,1112,74,273000000,0,0.9967610592,0.317148859,0.0121374763,1.046000004,17.64999962,316.5187405,0.05,-0.489494,1.950684,5.524294166,-2.61712122,-1.105097294,5.524449825,-0.4730656586,1.636042527,5.223506451,-2.869240284,-1.203358412,5.469027583,-2.617350578,-1.105203152,5.522036437,-2.526129484,-1.243210673,1.091267115,0.348470211,0.07862732559
1970/01/01/09:01:14.424000,1113,74,323000000,0,1.008565157,0.2884395528,0.0112135633,1.049000025,15.96000004,316.499953,0.05,-0.502105,1.948744,5.523966262,-2.614412308,-1.104437828,5.524225712,-0.4802932559,1.642649816,5.233630657,-2.849274397,-1.199302793,5.473835115,-2.614369154,-1.104454517,5.524696831,-2.572015524,-1.160956621,1.103082994,0.3310832679,0.08719003946
1970/01/01/09:01:14.424000,1114,74,373000000,0,1.01879013,0.3103091876,0.01083114585,1.065000057,16.94000053,316.4635619,0.05,-0.514546,1.946638,5.523331118,-2.612228632,-1.095783353,5.523598671,-0.4874600018,1.648133138,5.261401176,-2.882278919,-1.205350637,5.466129486,-2.611589193,-1.095595479,5.530033712,-2.586025,-1.081719756,1.10762085,0.3127636611,0.1101076752
1970/01/01/09:01:14.475000,1115,74,473000000,0,1.021173132,0.2805110814,0.01236449518,1.059000015,15.35999966,316.4598471,0.1,-0.525269,1.944608,5.523266282,-2.612822771,-1.124527812,5.522578239,-0.5020088703,1.627904406,5.215109825,-2.726185799,-1.176713467,5.501490299,-2.612778902,-1.124552011,5.522825126,-2.587618113,-1.252827048,1.109418539,0.3435018063,0.0589396283
1970/01/01/09:01:14.624000,1116,74,523000000,0,1.006012835,0.2827774511,0.01271438045,1.044999957,15.69999981,316.4586436,0.05,-0.537094,1.941839,5.523245276,-2.608794689,-1.102021456,5.52289629,-0.515982976,1.625087647,5.259199142,-2.840775967,-1.2006464,5.473610107,-2.607973337,-1.101835728,5.531563524,-2.588101387,-1.05210948,1.110046858,0.3147246242,0.09395252913
1970/01/01/09:01:14.625000,1117,74,573000000,0,1.01567725,0.2740507618,0.01234979578,1.052000046,15.10000038,316.3839588,0.05,-0.548428,1.940041,5.521941781,-2.610160112,-1.100188017,5.5219841,-0.524589505,1.631381238,5.256848335,-2.857864857,-1.203459263,5.469795469,-2.609128237,-1.099882364,5.531871263,-2.611758947,-1.070869446,1.11318845,0.3136353493,0.07950535417
1970/01/01/09:01:14.675000,1118,74,673000000,0,1.00876628,0.2877353719,0.01180363033,1.049000025,15.92000008,316.3415268,0.1,-0.564125,1.936516,5.521201204,-2.615733862,-1.113970637,5.520896912,-0.5340069051,1.639463379,5.209241867,-2.819785833,-1.196892858,5.477998201,-2.615402222,-1.113905311,5.523810033,-2.636139154,-1.148227453,1.116714015,0.325099647,0.05364391953
1970/01/01/09:01:14.773000,1119,74,723000000,0,1.02093165,0.3031891933,0.01110940145,1.065000057,16.54000092,316.3131238,0.05,-0.574929,1.934367,5.520705478,-2.619318485,-1.11038065,5.520531178,-0.5466034552,1.648970283,5.202022552,-2.853737593,-1.202621698,5.470493619,-2.619149446,-1.110373616,5.521972303,-2.639700413,-1.088917375,1.120222127,0.3160103559,0.06270077825
1970/01/01/09:01:14.824000,1120,74,773000000,0,1.042489166,0.2454736141,0.009984317843,1.07099998,13.25,316.2898343,0.05,-0.585066,1.932814,5.520299,-2.617683411,-1.118587255,5.519954681,-0.5567124433,1.665132914,5.207008839,-2.806622744,-1.195384979,5.480334286,-2.617431641,-1.118557453,5.522206012,-2.599416494,-1.154274225,1.124567997,0.3384823501,0.05723364651
1970/01/01/09:01:14.874000,1121,74,823000000,0,1.038617935,0.2310168992,0.009344745143,1.06400001,12.53999996,316.2706504,0.05,-0.600088,1.92967,5.519964177,-2.616539955,-1.129098892,5.519623756,-0.566753334,1.673835294,5.202352524,-2.751360893,-1.186553597,5.492348973,-2.61635828,-1.129097819,5.521219198,-2.591677904,-1.194386721,1.129664358,0.3457940817,0.05257802829
1970/01/01/09:01:14.924000,1122,74,874000000,0,1.033974668,0.2467089547,0.009323162095,1.062999964,13.42000008,316.2350341,0.051,-0.610842,1.927449,5.519342555,-2.613588333,-1.117100477,5.519136906,-0.5752106534,1.673373379,5.237761974,-2.795143127,-1.19534564,5.481984739,-2.612890005,-1.116993785,5.526904527,-2.57613039,-1.118850589,1.135389038,0.3312449157,0.06955100596
1970/01/01/09:01:15.025000,1123,74,973000000,0,1.008425596,0.3393727152,0.008709187471,1.06400001,18.60000038,316.2166715,0.099,-0.624963,1.924111,5.519022068,-2.620374918,-1.119900107,5.518042564,-0.5920910036,1.679206501,5.207335472,-2.814508915,-1.198448181,5.477806691,-2.61999011,-1.119832158,5.521544878,-2.642814398,-1.112369537,1.142160916,0.3118107915,0.05115142092
1970/01/01/09:01:15.074000,1124,75,73000000,0,1.023114938,0.3063653651,0.008770537443,1.067999959,16.67000008,316.1985464,0.1,-0.637137,1.921352,5.518705725,-2.622830868,-1.131545305,5.517374992,-0.5973057774,1.674781662,5.186810493,-2.776227951,-1.193158388,5.485386972,-2.62277174,-1.13158226,5.517351929,-2.624938011,-1.172807693,1.150486136,0.3330195546,0.04221692309
1970/01/01/09:01:15.175000,1125,75,174000000,0,1.02990398,0.2711510894,0.008966735434,1.065000057,14.75,316.1223976,0.101,-0.650105,1.918275,5.517376677,-2.634974957,-1.109407306,5.516469479,-0.6142490589,1.665073817,5.176091194,-2.932359695,-1.218751192,5.45286334,-2.635221004,-1.109547019,5.513615314,-2.713099003,-0.97172153,1.160225074,0.2483374178,0.07249067724
1970/01/01/09:01:15.274000,1126,75,227000000,0,1.034762673,0.2602984393,0.009722807907,1.067000031,14.11999989,316.0532948,0.053,-0.663634,1.914994,5.516170607,-2.624760389,-1.126258373,5.515929699,-0.628876642,1.64868639,5.214724541,-2.849914789,-1.215408087,5.464776222,-2.624319792,-1.126184464,5.519830887,-2.624703407,-1.145595074,1.169213519,0.2920169532,0.05607995018
1970/01/01/09:01:15.324000,1127,75,273000000,0,1.042958129,0.2521254527,0.01017691328,1.072999954,13.59000015,316.045447,0.046,-0.676134,1.911747,5.516033637,-2.615549564,-1.12442565,5.516073227,-0.6362576405,1.640471016,5.256622791,-2.816426039,-1.211221695,5.471354667,-2.614393711,-1.124203682,5.528097932,-2.555285692,-1.153540134,1.175741051,0.3029340208,0.06298603863
1970/01/01/09:01:15.375000,1128,75,373000000,0,1.051571121,0.2183441783,0.009740570984,1.074000001,11.72999954,316.0097599,0.1,-0.68866,1.908789,5.515410778,-2.609293222,-1.133733034,5.51560545,-0.6531739546,1.645936037,5.271728039,-2.751492977,-1.202005386,5.484651689,-2.607707024,-1.133390307,5.531923656,-2.545239925,-1.211862564,1.179196803,0.318430841,0.05447144806
1970/01/01/09:01:15.524000,1129,75,423000000,0,1.049863365,0.2264131569,0.01007908165,1.074000001,12.17000008,316.3492398,0.05,-0.701537,1.905747,5.521335821,-2.600150824,-1.128794074,5.516652107,-0.6568038187,1.644920922,5.306766033,-2.731339216,-1.198825002,5.489066545,-2.597995043,-1.128421783,5.540128831,-2.529379845,-1.165867567,1.181395917,0.3139720559,0.06234392524
1970/01/01/09:01:15.525000,1130,75,473000000,0,1.040713232,0.2442887246,0.009901045165,1.069000006,13.21000004,315.9866228,0.05,-0.714012,1.901355,5.51500696,-2.604800224,-1.118717074,5.515640259,-0.6746173809,1.646954769,5.295556545,-2.806191444,-1.212447047,5.472536091,-2.602354527,-1.118090987,5.53971285,-2.617550135,-1.072710395,1.184450244,0.2677894533,0.06319642067
1970/01/01/09:01:15.625000,1131,75,573000000,0,1.058355721,0.224960453,0.009557707524,1.082000017,12,315.9562894,0.1,-0.726812,1.897571,5.514477543,-2.608204126,-1.133502364,5.514313698,-0.6945420335,1.648551107,5.252071857,-2.76515317,-1.206717849,5.480545167,-2.606050968,-1.132883906,5.533472482,-2.613559723,-1.17315197,1.189633871,0.3058099449,0.03831575811
1970/01/01/09:01:15.674000,1132,75,673000000,0,1.041376814,0.2369773043,0.009934531295,1.067999959,12.81999969,315.9086263,0.1,-0.739714,1.89384,5.513645665,-2.604982853,-1.139193773,5.513812065,-0.7071956822,1.639165207,5.262455463,-2.725886583,-1.200555682,5.488636676,-2.602534056,-1.13852036,5.535816435,-2.568902731,-1.187809706,1.196807175,0.3210269213,0.04776480049
1970/01/01/09:01:15.773000,1133,75,723000000,0,1.047463439,0.2547630953,0.009334846714,1.077999949,13.67000008,315.8794668,0.05,-0.752744,1.890073,5.513136735,-2.618888617,-1.136764765,5.512917519,-0.7208636944,1.641688716,5.20313549,-2.808964252,-1.214869976,5.470662836,-2.617624283,-1.136555552,5.524506752,-2.69315815,-1.0956043,1.204783329,0.2888279259,0.04346936569
1970/01/01/09:01:15.823000,1134,75,773000000,0,1.038111137,0.2830215802,0.009236525095,1.075999975,15.25,315.8267663,0.05,-0.765157,1.886161,5.512216938,-2.606650352,-1.146875739,5.512717724,-0.7345740827,1.637005916,5.255483627,-2.721991062,-1.204410672,5.487098638,-2.604468107,-1.146408081,5.533647899,-2.530873775,-1.222613811,1.212968924,0.3474674821,0.05834293365
1970/01/01/09:01:15.874000,1135,75,823000000,0,1.033325157,0.2699315332,0.008920789663,1.067999959,14.64000034,315.8144751,0.05,-0.778198,1.882265,5.512002416,-2.615137339,-1.151154399,5.512001514,-0.7397424123,1.637569884,5.215919971,-2.746856451,-1.208762765,5.481646065,-2.613722563,-1.150973082,5.526079897,-2.64231801,-1.173934937,1.220927625,0.3263859451,0.04990927503
1970/01/01/09:01:15.973000,1136,75,874000000,0,1.054773063,0.2456474435,0.007993674108,1.082999945,13.10999966,315.785465,0.051,-0.791465,1.879527,5.511496094,-2.614169836,-1.166279316,5.511279106,-0.7504245293,1.645827949,5.209774017,-2.681700706,-1.199461937,5.495096926,-2.612819195,-1.166095495,5.524320487,-2.587714195,-1.244992614,1.228502354,0.3531320691,0.05076085031
1970/01/01/09:01:16.023000,1137,75,923000000,0,1.034626241,0.2608401993,0.007481107144,1.067000031,14.14999962,316.1299335,0.049,-0.803826,1.875604,5.517508203,-2.62196207,-1.170455694,5.511702538,-0.7589430768,1.649415366,5.17989254,-2.702466726,-1.203344703,5.49040008,-2.621242285,-1.170469999,5.517795924,-2.651002884,-1.189650774,1.235448764,0.3366738856,0.04937620088
1970/01/01/09:01:16.074000,1138,75,973000000,0,1.051216165,0.2562588746,0.007049734865,1.082000017,13.69999981,315.9504121,0.05,-0.817628,1.871309,5.514374964,-2.629036665,-1.16615653,5.511442184,-0.7754766431,1.652497702,5.170575142,-2.748577118,-1.211180687,5.480427746,-2.628596067,-1.166230798,5.514136795,-2.667267561,-1.123937726,1.241208351,0.3206510246,0.06024588645
1970/01/01/09:01:16.075000,1139,76,73000000,0,1.062535696,0.2519561688,0.00671355655,1.092000008,13.34000015,315.7401498,0.1,-0.829618,1.867297,5.510705194,-2.641875505,-1.184277892,5.509750366,-0.7878920886,1.656359202,5.100919724,-2.730158329,-1.209323883,5.48390222,-2.642686367,-1.184701443,5.49976087,-2.701189756,-1.206600785,1.245606581,0.3389607966,0.0278211534
1970/01/01/09:01:16.223000,1140,76,123000000,0,1.052579863,0.2753538837,0.006967836419,1.088000059,14.65999985,315.7355234,0.05,-0.842924,1.862852,5.510624449,-2.638953686,-1.183073163,5.509792328,-0.8017837621,1.653635632,5.136305332,-2.715120792,-1.207483649,5.486903016,-2.639390945,-1.183345199,5.503287737,-2.621538877,-1.190424442,1.248608547,0.345805347,0.04251720011
1970/01/01/09:01:16.274000,1141,76,174000000,0,1.067943689,0.2373441353,0.007037907725,1.093999982,12.52999973,315.8670068,0.051,-0.85511,1.858345,5.512919268,-2.62160182,-1.196644783,5.510344982,-0.8113767231,1.653478667,5.21872282,-2.579993248,-1.188092947,5.514570777,-2.620842934,-1.196631074,5.516455714,-2.487560749,-1.332070708,1.252326098,0.4045447707,0.05298864841
1970/01/01/09:01:16.324000,1142,76,223000000,0,1.067046334,0.2545999372,0.007418434433,1.097000003,13.42000008,315.9988727,0.049,-0.868239,1.853486,5.515220761,-2.620855331,-1.196911216,5.510909557,-0.8277354233,1.644768269,5.221810341,-2.577631712,-1.188060403,5.515053336,-2.620061398,-1.196933985,5.517516379,-2.579622269,-1.259099364,1.258783816,0.3808937371,0.04874686152
1970/01/01/09:01:16.325000,1143,76,273000000,0,1.061967657,0.2319347376,0.008287253808,1.087000012,12.31999969,315.584598,0.05,-0.880879,1.848982,5.507990304,-2.62859273,-1.177876711,5.509755611,-0.828316249,1.627438696,5.226944923,-2.712268114,-1.216827512,5.483519081,-2.627646208,-1.177809119,5.517664973,-2.665971756,-1.08864522,1.26871474,0.3104039729,0.06933390349
1970/01/01/09:01:16.374000,1144,76,373000000,0,1.072729047,0.2042459513,0.008968271953,1.092000008,10.77999973,315.5683518,0.1,-0.894071,1.844319,5.507706754,-2.639554977,-1.200793743,5.508102417,-0.8367635504,1.609628626,5.144693851,-2.673997879,-1.212180614,5.490887705,-2.639903784,-1.201058865,5.503158573,-2.694998741,-1.236587286,1.27995466,0.3434292674,0.03188032657
1970/01/01/09:01:16.474000,1145,76,423000000,0,1.069791756,0.2089154637,0.008622426676,1.090000033,11.05000019,315.5718557,0.05,-0.906404,1.839671,5.507767909,-2.642037868,-1.198673606,5.50775528,-0.8525131818,1.605491829,5.150143147,-2.689417362,-1.214915395,5.487616424,-2.642413378,-1.19890666,5.502379302,-2.656798601,-1.185652137,1.290060117,0.3385710716,0.04394758493
1970/01/01/09:01:16.574000,1146,76,474000000,0,1.080180613,0.213097952,0.008217525281,1.100999951,11.15999985,315.5660953,0.051,-0.919381,1.834577,5.507667371,-2.651939154,-1.17163229,5.507265568,-0.8609748827,1.606613726,5.164348125,-2.82194066,-1.23442018,5.460872475,-2.652339935,-1.171871185,5.501968269,-2.724418402,-1.00372839,1.297634846,0.285212934,0.06217652187
1970/01/01/09:01:16.575000,1147,76,573000000,0,1.081063755,0.2085714501,0.008323434828,1.100999951,10.92000008,315.5048718,0.099,-0.932941,1.829198,5.50659882,-2.65072155,-1.161225438,5.50674963,-0.8715273628,1.602015917,5.217590332,-2.841441631,-1.236026406,5.457911734,-2.650445461,-1.161299229,5.508509103,-2.658886671,-1.0634377,1.303184993,0.3263529539,0.06885340065
1970/01/01/09:01:16.675000,1148,76,623000000,0,1.079067121,0.2333025659,0.008193045525,1.103999972,12.19999981,315.5029551,0.05,-0.947226,1.824066,5.506565366,-2.647990227,-1.142318845,5.50688076,-0.884539061,1.60237264,5.262209415,-2.876546144,-1.236332655,5.453398232,-2.647025585,-1.142242193,5.516004507,-2.648665905,-1.032901287,1.307548316,0.3225577474,0.07431189716
1970/01/01/09:01:16.724000,1149,76,674000000,0,1.078947261,0.2242248967,0.008148615468,1.101999998,11.73999977,315.4743718,0.051,-0.9625,1.819063,5.506066493,-2.651883841,-1.160010099,5.505838871,-0.902202028,1.600811338,5.224117279,-2.849068642,-1.238578558,5.455671791,-2.651453495,-1.160042524,5.509347383,-2.666490316,-1.197059155,1.311614933,0.3554258645,0.03704280406
1970/01/01/09:01:16.774000,1150,76,723000000,0,1.082843359,0.2440292864,0.008446988338,1.110000014,12.69999981,315.4568844,0.049,-0.977283,1.81377,5.505761281,-2.655530691,-1.145515442,5.505642891,-0.9169419937,1.594806471,5.232550144,-2.892940998,-1.239803314,5.449258451,-2.655046701,-1.145544171,5.51008964,-2.682167768,-1.075433016,1.315803723,0.3329623044,0.05053322017
1970/01/01/09:01:16.875000,1151,76,774000000,0,1.058599451,0.2555155061,0.008882092684,1.088999987,13.56999969,315.3901154,0.051,-0.988963,1.807706,5.504595941,-2.654691696,-1.143154383,5.505077362,-0.9317118849,1.586127284,5.248847485,-2.89538908,-1.240318894,5.448726658,-2.653932333,-1.143107057,5.512462799,-2.651238441,-1.112938881,1.320341579,0.3480246961,0.05285558105
1970/01/01/09:01:16.875000,1152,76,873000000,0,1.058491001,0.26018623,0.009041984299,1.090000033,13.81000042,315.3421207,0.099,-1.002181,1.800905,5.503758276,-2.661648512,-1.126514196,5.504145145,-0.9428286266,1.58067674,5.253836632,-2.953881502,-1.241516709,5.440876846,-2.660742998,-1.126365304,5.51237071,-2.702173948,-1.015328407,1.325577567,0.3059001863,0.06409011036
1970/01/01/09:01:17.024000,1153,76,923000000,0,1.076359908,0.2268246017,0.009400801563,1.100000024,11.89999962,315.7012685,0.05,-1.014673,1.79424,5.510026587,-2.669808865,-1.130135059,5.504452705,-0.950313226,1.571930722,5.216771126,-2.962126255,-1.240781069,5.440145914,-2.669655323,-1.13021183,5.504888121,-2.727244854,-1.079756975,1.331982925,0.3159554303,0.0528739281
1970/01/01/09:01:17.024000,1154,76,974000000,0,1.074108786,0.2128740914,0.01040006226,1.095000029,11.21000004,315.3243176,0.051,-1.026903,1.787688,5.503447554,-2.681461573,-1.126131058,5.503120899,-0.9725449791,1.548481532,5.184878826,-2.995143414,-1.239034295,5.436832253,-2.682019711,-1.126408339,5.496854011,-2.750689983,-1.044587255,1.339592561,0.3028190434,0.05670482665
