xji,yji,thetaji,vj,wj
-0.953448,-2.67625,6.01112,0.3,0.05
-0.957686,-2.67685,6.01061,0.3,0.05
-0.961911,-2.6776,6.01011,0.3,0.05
-0.966131,-2.67851,6.00962,0.3,0.05
-0.970405,-2.67933,6.00913,0.3,0.05
-0.974663,-2.68006,6.00863,0.3,0.05
-0.979112,-2.68107,6.00812,0.3,0.05
-0.987479,-2.68235,6.00714,0.3,0.05
-0.991556,-2.68247,6.00664,0.3,0.05
-0.995886,-2.68303,6.00613,0.3,0.05
-1.00445,-2.68463,6.00514,0.3,0.05
-1.01313,-2.68617,6.00415,0.3,0.05
-1.01763,-2.68724,6.00365,0.3,0.05
-1.02214,-2.68826,6.00316,0.3,0.05
-1.02638,-2.68853,6.00266,0.3,0.05
-1.03065,-2.68889,6.00216,0.3,0.05
-1.03513,-2.68976,6.00167,0.3,0.05
-1.03947,-2.6902,6.00117,0.3,0.05
-1.04793,-2.69069,6.00017,0.3,0.05
-1.05658,-2.69159,5.99918,0.3,0.05
-1.06499,-2.69179,5.99818,0.3,0.05
-1.07324,-2.69152,5.99718,0.3,0.05
-1.08161,-2.6915,5.99619,0.3,0.05
-1.0861,-2.69214,5.99569,0.3,0.05
-1.09057,-2.69249,5.99518,0.3,0.05
-1.09896,-2.69256,5.9942,0.3,0.05
-1.10311,-2.69227,5.9937,0.3,0.05
-1.10717,-2.69177,5.9932,0.3,0.05
-1.11575,-2.69198,5.9922,0.3,0.05
-1.12429,-2.69203,5.99121,0.3,0.05
-1.12861,-2.6921,5.99071,0.3,0.05
-1.13311,-2.69253,5.99021,0.3,0.05
-1.13761,-2.69298,5.98971,0.3,0.05
-1.14237,-2.69399,5.98922,0.3,0.05
-1.1473,-2.69535,5.98872,0.3,0.05
-1.15202,-2.69615,5.98822,0.3,0.05
-1.16117,-2.69717,5.98723,0.3,0.05
-1.17066,-2.69883,5.98623,0.3,0.05
-1.17557,-2.69987,5.98574,0.3,0.05
-1.18049,-2.70068,5.98523,0.3,0.05
-1.18516,-2.70128,5.98475,0.3,0.05
-1.1899,-2.70161,5.98424,0.3,0.05
-1.19484,-2.70275,5.98376,0.3,0.05
-1.19938,-2.70273,5.98326,0.3,0.05
-1.20812,-2.70216,5.98227,0.3,0.05
-1.21696,-2.70176,5.98127,0.3,0.05
-1.22168,-2.70189,5.98077,0.3,0.05
-1.22607,-2.70164,5.98028,0.3,0.05
-1.23048,-2.70103,5.97978,0.3,0.05
-1.23489,-2.70062,5.97928,0.3,0.05
-1.23942,-2.70025,5.97878,0.3,0.05
-1.24354,-2.69957,5.9783,0.3,0.05
-1.25186,-2.69782,5.97731,0.3,0.05
-1.26011,-2.69591,5.97631,0.3,0.05
-1.26404,-2.69447,5.97581,0.3,0.05
-1.2682,-2.69352,5.97532,0.3,0.05
-1.27252,-2.69273,5.97481,0.3,0.05
-1.27664,-2.69188,5.97432,0.3,0.05
-1.28096,-2.69127,5.97383,0.3,0.05
-1.28537,-2.69083,5.97333,0.3,0.05
-1.29375,-2.68916,5.97233,0.3,0.05
-1.29803,-2.68844,5.97184,0.3,0.05
-1.30218,-2.68745,5.97134,0.3,0.05
-1.31091,-2.68646,5.97034,0.3,0.05
-1.31511,-2.68536,5.96983,0.3,0.05
-1.3193,-2.68442,5.96933,0.3,0.05
-1.32334,-2.68339,5.96885,0.3,0.05
-1.32732,-2.68202,5.96835,0.3,0.05
-1.3315,-2.68109,5.96785,0.3,0.05
-1.33545,-2.67969,5.96735,0.3,0.05
-1.34398,-2.67822,5.96635,0.3,0.05
-1.35232,-2.67635,5.96535,0.3,0.05
-1.3561,-2.67462,5.96485,0.3,0.05
-1.35951,-2.67217,5.96435,0.3,0.05
-1.36755,-2.66978,5.96335,0.3,0.05
-1.37601,-2.66817,5.96235,0.3,0.05
-1.38019,-2.66729,5.96185,0.3,0.05
-1.38434,-2.66634,5.96135,0.3,0.05
-1.38824,-2.6649,5.96085,0.3,0.05
-1.39203,-2.66326,5.96035,0.3,0.05
-1.4002,-2.66108,5.95934,0.3,0.05
-1.40389,-2.65928,5.95884,0.3,0.05
-1.40778,-2.65787,5.95834,0.3,0.05
-1.41609,-2.65598,5.95734,0.3,0.05
-1.42016,-2.65491,5.95684,0.3,0.05
-1.4242,-2.65377,5.95633,0.3,0.05
-1.43247,-2.65178,5.95533,0.3,0.05
-1.44082,-2.6499,5.95433,0.3,0.05
-1.44471,-2.64849,5.95382,0.3,0.05
-1.4489,-2.64763,5.95332,0.3,0.05
-1.45726,-2.64555,5.95231,0.3,0.05
-1.46141,-2.64479,5.95181,0.3,0.05
-1.46598,-2.64459,5.95131,0.3,0.05
-1.47077,-2.64476,5.95081,0.3,0.05
-1.47551,-2.64481,5.9503,0.3,0.05
-1.48025,-2.64482,5.9498,0.3,0.05
-1.48466,-2.64422,5.9493,0.3,0.05
-1.4892,-2.64383,5.94879,0.3,0.05
-1.49381,-2.64339,5.94828,0.3,0.05
-1.50265,-2.64218,5.94729,0.3,0.05
-1.51145,-2.64066,5.94629,0.3,0.05
-1.52006,-2.63879,5.94528,0.3,0.05
-1.52464,-2.63834,5.94478,0.3,0.05
-1.52922,-2.63786,5.94428,0.3,0.05
-1.53785,-2.63591,5.94328,0.3,0.05
-1.54654,-2.63401,5.94228,0.3,0.05
-1.55514,-2.63192,5.94127,0.3,0.05
-1.55946,-2.63091,5.94077,0.3,0.05
-1.56332,-2.62914,5.94027,0.3,0.05
-1.56725,-2.62749,5.93977,0.3,0.05
-1.5712,-2.62587,5.93927,0.3,0.05
-1.5753,-2.62434,5.93875,0.3,0.05
-1.57903,-2.62253,5.93826,0.3,0.05
-1.5832,-2.62129,5.93776,0.3,0.05
-1.58719,-2.61976,5.93726,0.3,0.05
-1.59568,-2.61742,5.93625,0.3,0.05
-1.60007,-2.61651,5.93575,0.3,0.05
-1.60476,-2.61609,5.93525,0.3,0.05
-1.60944,-2.61563,5.93475,0.3,0.05
-1.6143,-2.61543,5.93424,0.3,0.05
-1.62317,-2.61353,5.93324,0.3,0.05
-1.62772,-2.61275,5.93274,0.3,0.05
-1.6323,-2.61204,5.93224,0.3,0.05
-1.6373,-2.61195,5.93174,0.3,0.05
-1.64239,-2.61181,5.93123,0.3,0.05
-1.64731,-2.61169,5.93073,0.3,0.05
-1.65234,-2.61156,5.93023,0.3,0.05
-1.66197,-2.61036,5.92922,0.3,0.05
-1.67112,-2.60864,5.92824,0.3,0.05
-1.68038,-2.60653,5.92722,0.3,0.05
-1.68484,-2.60565,5.92674,0.3,0.05
-1.69003,-2.6054,5.92623,0.3,0.05
-1.6991,-2.60334,5.92524,0.3,0.05
-1.70362,-2.60215,5.92474,0.3,0.05
-1.70828,-2.60117,5.92424,0.3,0.05
-1.71721,-2.59862,5.92325,0.3,0.05
-1.72175,-2.5974,5.92275,0.3,0.05
-1.72623,-2.59608,5.92225,0.3,0.05
-1.73501,-2.59323,5.92125,0.3,0.05
-1.73973,-2.59224,5.92076,0.3,0.05
-1.74388,-2.59038,5.92026,0.3,0.05
-1.74804,-2.58854,5.91976,0.3,0.05
-1.75246,-2.58706,5.91926,0.3,0.05
-1.75692,-2.58567,5.91877,0.3,0.05
-1.76151,-2.58443,5.91827,0.3,0.05
-1.76585,-2.58266,5.91776,0.3,0.05
-1.77001,-2.58093,5.91727,0.3,0.05
-1.77411,-2.57897,5.91678,0.3,0.05
-1.77821,-2.577,5.91628,0.3,0.05
-1.78618,-2.57267,5.91527,0.3,0.05
-1.79409,-2.56858,5.91428,0.3,0.05
-1.79772,-2.56595,5.91379,0.3,0.05
-1.80117,-2.56311,5.91329,0.3,0.05
-1.80456,-2.56018,5.91279,0.3,0.05
-1.80873,-2.55776,5.91225,0.3,0.05
-1.81681,-2.55444,5.91129,0.3,0.05
-1.82513,-2.55083,5.91029,0.3,0.05
-1.82936,-2.54895,5.90978,0.3,0.05
-1.83331,-2.54682,5.90928,0.3,0.05
-1.84112,-2.54263,5.90829,0.3,0.05
-1.84556,-2.5412,5.9078,0.3,0.05
-1.85016,-2.53996,5.9073,0.3,0.05
-1.85911,-2.53713,5.9063,0.3,0.05
-1.86736,-2.5333,5.9053,0.3,0.05
-1.87542,-2.52921,5.9043,0.3,0.05
-1.87944,-2.52712,5.9038,0.3,0.05
-1.88373,-2.52539,5.9033,0.3,0.05
-1.88785,-2.52343,5.90281,0.3,0.05
-1.89218,-2.52175,5.90231,0.3,0.05
-1.89664,-2.52022,5.90181,0.3,0.05
-1.9004,-2.51775,5.90131,0.3,0.05
-1.90459,-2.51587,5.90081,0.3,0.05
-1.90844,-2.51353,5.90031,0.3,0.05
-1.91641,-2.50925,5.89932,0.3,0.05
-1.92369,-2.50409,5.89832,0.3,0.05
-1.93144,-2.49956,5.89732,0.3,0.05
-1.93516,-2.49708,5.89682,0.3,0.05
-1.93899,-2.49474,5.89632,0.3,0.05
-1.94207,-2.49145,5.89582,0.3,0.05
-1.94541,-2.48851,5.89532,0.3,0.05
-1.95299,-2.48368,5.89431,0.3,0.05
-1.96009,-2.47855,5.89332,0.3,0.05
-1.96333,-2.47553,5.89282,0.3,0.05
-1.9664,-2.47232,5.89232,0.3,0.05
-1.97355,-2.46718,5.89132,0.3,0.05
-1.97691,-2.46438,5.89082,0.3,0.05
-1.98036,-2.46169,5.89032,0.3,0.05
-1.98792,-2.4571,5.88931,0.3,0.05
-1.99163,-2.45475,5.88881,0.3,0.05
-1.99512,-2.45213,5.88831,0.3,0.05
-1.99867,-2.44944,5.8878,0.3,0.05
-2.00169,-2.44639,5.88731,0.3,0.05
-2.00895,-2.44149,5.88631,0.3,0.05
-2.01623,-2.43663,5.8853,0.3,0.05
-2.02308,-2.43127,5.8843,0.3,0.05
-2.02641,-2.42852,5.8838,0.3,0.05
-2.02948,-2.42545,5.8833,0.3,0.05
-2.03653,-2.42039,5.88229,0.3,0.05
-2.04031,-2.4182,5.88179,0.3,0.05
-2.04403,-2.41595,5.88129,0.3,0.05
-2.05148,-2.41135,5.88029,0.3,0.05
-2.05494,-2.40879,5.87978,0.3,0.05
-2.05883,-2.40673,5.87928,0.3,0.05
-2.06623,-2.40206,5.87828,0.3,0.05
-2.07316,-2.39686,5.87728,0.3,0.05
-2.08016,-2.39174,5.87627,0.3,0.05
-2.08374,-2.38933,5.87577,0.3,0.05
-2.08632,-2.38577,5.87527,0.3,0.05
-2.09256,-2.37986,5.87426,0.3,0.05
-2.09543,-2.37656,5.87375,0.3,0.05
-2.09843,-2.37367,5.87326,0.3,0.05
-2.10189,-2.37119,5.87275,0.3,0.05
-2.10532,-2.36868,5.87225,0.3,0.05
-2.11251,-2.36391,5.87124,0.3,0.05
-2.11993,-2.35938,5.87024,0.3,0.05
-2.12397,-2.35752,5.86974,0.3,0.05
-2.12808,-2.35574,5.86923,0.3,0.05
-2.13541,-2.35107,5.86823,0.3,0.05
-2.13935,-2.34907,5.86773,0.3,0.05
-2.14329,-2.34706,5.86723,0.3,0.05
-2.1475,-2.34534,5.86672,0.3,0.05
-2.15189,-2.3438,5.86622,0.3,0.05
-2.15986,-2.33971,5.86522,0.3,0.05
-2.16382,-2.33765,5.86472,0.3,0.05
-2.16749,-2.33528,5.86422,0.3,0.05
-2.17489,-2.33053,5.86322,0.3,0.05
-2.17925,-2.32887,5.86272,0.3,0.05
-2.18314,-2.32669,5.86222,0.3,0.05
-2.19009,-2.32141,5.86122,0.3,0.05
-2.19358,-2.3188,5.86072,0.3,0.05
-2.19686,-2.31596,5.86022,0.3,0.05
-2.20321,-2.31008,5.85921,0.3,0.05
-2.20609,-2.30684,5.85871,0.3,0.05
-2.20867,-2.30331,5.85821,0.3,0.05
-2.21145,-2.3,5.85771,0.3,0.05
-2.21446,-2.29694,5.85721,0.3,0.05
-2.22144,-2.2918,5.85621,0.3,0.05
-2.22555,-2.28987,5.85571,0.3,0.05
-2.22928,-2.28755,5.85521,0.3,0.05
-2.23616,-2.28215,5.8542,0.3,0.05
-2.24258,-2.27652,5.85321,0.3,0.05
-2.24942,-2.27121,5.85221,0.3,0.05
-2.25304,-2.26876,5.85171,0.3,0.05
-2.25676,-2.2664,5.85121,0.3,0.05
-2.26414,-2.26147,5.8502,0.3,0.05
-2.26785,-2.25919,5.84971,0.3,0.05
-2.27206,-2.25729,5.84921,0.3,0.05
-2.27953,-2.25252,5.84822,0.3,0.05
